,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
2756,-102.2,45.761,Ketterlings Point - Shadehill  State Rec Area,SRA,all year,nan,50,2336.0,RS,SD,12.6,S,Lemmon
2758,-96.479,44.714,Lake Cochrane State Rec Area,SRA,all year,nan,30,1693.0,E DP DW SH RS,SD,10.5,E,Clear Lake
2759,-97.164,43.988,Lake Herman State Park,SP,all year,nan,72,1660.0,E DP DW SH RS,SD,2.8,SW,Madison
2760,-99.987,45.547,Lake Hiddenwood State Park,SP,all year,nan,15,1780.0,E ND NS NR L$,SD,3.6,NE,Selby
2761,-99.146,44.621,Lake Louise  State Rec Area,SRA,all year,nan,40,1589.0,E DP DW SH RS,SD,10.5,NW,Miller
2763,-100.29,45.904,Lake Pocasse,CP,nan,nan,nan,1633.0,NH,SD,0.2,NW,Pollock
2764,-97.094,44.534,Lake Poinsett  State Rec Area,SRA,all year,nan,110,1679.0,E DP SH RS,SD,11.9,N,Arlington
2769,-103.467,43.764,Legion Lake - Custer State Park,SP,mid may-mid sep,nan,25,5058.0,NH DW SH RS,SD,6.6,E,Custer
2770,-98.931,45.73,Leola City Park,CP,nan,unknown facilities,6,1578.0,E,SD,0.7,NE,Leola
2772,-98.343,43.322,Lions City Park - Armour,CP,nan,great place,10,1515.0,WE DP DW SH L$,SD,0.3,NE,Armour
2775,-103.269,44.149,Little Jon Park,CP,nan,non profit park - memorial to child,6,3397.0,WE DP DW SH,SD,5.1,N,Rapid City
2777,-102.182,45.774,Llewellyn Johns  State Rec Area,SRA,all year,nan,10,2251.0,NH ND NS RS,SD,11.6,S,Lemmon
2778,-97.134,44.365,Maxwell Park - Arlington,CP,nan,nan,nan,1842.0,E ND NS L$,SD,0.1,NW,Arlington
2781,-97.244,44.918,Memorial Park - Watertown,CP,nan,nan,95,1719.0,E DP SH,SD,6.4,W,Watertown
2783,-101.135,44.082,Midland Rest Area,CP,nan,nan,nan,2044.0,NH PT DW N$,SD,1.3,NE,Midland
2784,-98.994,44.523,Miller City Park,CP,nan,nan,32,1565.0,E DP L$,SD,0.4,NW,Miller
2787,-97.129,44.361,Norland Park - Arlington,CP,nan,view of lake - unknown facilities,nan,1831.0,E ND NS L$,SD,0.3,SE,Arlington
2790,-96.988,44.45,Oakwood Lakes State Park,SP,all year,nan,140,1643.0,E DP 45ft SH RS,SD,9.2,N,Volga
2792,-100.505,44.568,Okobojo Point Rec Area,CP,nan,nan,17,1629.0,NH ND DW SH L$,SD,15.8,NW,Pierre
2793,-103.612,43.878,Oreville,NF,mid may-late aug,nan,24,5336.0,NH ND VT DW NS RS,SD,4.2,SW,Hill City
2794,-103.498,44.059,Pactola,NF,mid may-late aug,nan,77,4613.0,NH ND 35ft VT DW NS RS,SD,9.6,NE,Hill City
2798,-97.209,44.847,Pelican Lake  State Rec Area,SRA,all year,nan,45,1742.0,E DP 45ft DW SH RS,SD,5.8,SW,Watertown
2799,-97.284,45.503,Pickerel Lake  State Rec Area,SRA,all year,nan,75,1847.0,E DP DW SH RS,SD,11.8,N,Waubay
2800,-103.484,45.874,Picnic Spring,NF,nan,nan,9,3248.0,NH ND NS NR,SD,32.5,NE,Camp Crook
2801,-97.833,45.462,Pierpont City Park,CP,nan,unknown facilities,50,1509.0,NH ND NS,SD,2.3,S,Pierpont
2807,-103.177,45.521,Reva Gap,NF,nan,nan,5,3180.0,NH ND NS NR N$,SD,38.7,E,Camp Crook
2810,-103.521,43.598,Rifle Pit,nan,nan,nan,nan,4623.0,NH ND NS,SD,12.3,S,Custer
2812,-103.963,44.339,Rod And Gun,NF,nan,nan,7,5375.0,NH ND DW NS NR,SD,11.7,SW,Spearfish
2813,-99.339,45.449,Roscoe City Park,CP,nan,nan,8,1831.0,E ND FT DW NS,SD,0.0,S,Roscoe
2814,-103.663,44.199,Roubaix Lake,NF,mid may-late aug,nan,56,5520.0,NH ND DW NS RS N$,SD,12.7,S,Deadwood
2815,-97.42,45.703,Roy Lake State Park,SP,all year,nan,100,1821.0,E DP 45ft DW SH RS,SD,1.5,S,Lake City
2816,-97.24,44.894,Sandy Shore  State Rec Area,SRA,all year,nan,20,1719.0,E DW SH RS,SD,6.1,W,Watertown
2818,-96.805,44.318,Sexauer City Park,CP,nan,nan,13,1601.0,E DP DW SH L$,SD,0.6,NW,Brookings
2819,-103.477,43.967,Sheridan Lake,NF,mid may-late aug,nan,110,4707.0,NH ND VT DW NS RS,SD,5.5,NE,Hill City
2820,-97.228,45.741,Sieche Hollow State Park,SP,all year,nan,10,1652.0,NH ND NS NR,SD,10.1,NW,Sisseton
2822,-103.86,44.481,Spearfish City Campground,CP,nan,nan,62,3689.0,WES DP 40ft DW SH,SD,0.7,S,Spearfish
2827,-103.537,43.771,Stockade Lake S - Custer State Park,SP,mid may-late aug,nan,35,5187.0,NH DW SH RS,SD,46.9,SE,Victoria
2828,-97.17,44.931,Stokes - Thomas Lake,CP,nan,nan,54,1722.0,E,SD,3.5,NW,Watertown
2830,-103.566,43.846,Sylvan Lake - Custer State Park,SP,mid may-late sep,nan,40,6198.0,NH DW SH RS,SD,5.7,N,Custer
2832,-97.17,44.931,Thomas Lake  - Stokes,CP,nan,swim,72,1722.0,WE DP DW SH,SD,3.5,NW,Watertown
2833,-97.369,44.36,Thorsness Park,CP,nan,nan,8,1719.0,E DP FT DW SH N$,SD,0.5,SE,Lake Preston
2834,-103.988,44.328,Timon,NF,nan,nan,7,5588.0,NH ND DW NS NR,SD,12.9,SW,Spearfish
2837,-96.655,44.759,Ulven City Park,CP,nan,nan,24,1790.0,E ND NS L$,SD,1.5,E,Clear Lake
2839,-97.03,43.96,Walkers Point State Rec Area,SRA,all year,nan,43,1611.0,E DP DW SH RS,SD,5.3,SE,Madison
2840,-97.56,44.386,Washington Park,CP,nan,nan,nan,1755.0,E ND FT DW SH L$,SD,0.5,W,De Smet
2841,-97.297,45.341,Waubay City Park,CP,nan,unknown facilities,20,1808.0,E L$,SD,0.8,NE,Waubay
2842,-97.518,45.338,Webster City Park,CP,nan,unknown facilities,nan,1836.0,E DP N$,SD,0.4,N,Webster
2844,-98.573,44.076,Wessington Springs City Park,CP,nan,nan,nan,1723.0,E DP FT DW SH,SD,2.1,W,Wessington Spr
2848,-100.333,45.995,West Pollock State Rec Area,SRA,all year,nan,29,1864.0,E DP FT SH NR,SD,6.8,N,Pollock
2851,-100.44,44.445,Westshore - Lake Oahe,COE,nan,nan,nan,1812.0,NR,SD,7.1,NW,Fort Pierre
2853,-103.803,44.013,Whitetail,NF,mid may-late aug,nan,17,5984.0,NH ND VT DW NS RS,SD,12.6,NW,Hill City
2855,-103.47,43.887,Wrinkled Rock,NF,nan,nan,7,5203.0,NH ND NS NR,SD,2.6,W,Keystone
2858,-88.731,45.371,Ada Lake,NF,nan,nan,27,1672.0,NH NR,WI,5.8,SW,Wabeno
2862,-89.061,45.937,Anvil Lake,NF,nan,nan,18,1732.0,NH NR,WI,8.9,E,Eagle River
2880,-89.788,46.163,Big Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1631.0,NH ND PT DW NS NR L$,WI,18.9,N,Woodruff
2881,-89.619,46.004,Big Muskellunge Lake -  North Highland/Amer Legion State Forest,SF,nan,nan,nan,1654.0,NH ND FT DW SH NR,WI,8.3,NE,Woodruff
2887,-89.845,43.026,Blue Mound State Park,SP,all year,nan,nan,1526.0,E DP DW SH RS PA,WI,2.7,E,Barneveld
2896,-88.796,46.029,Brule River,NF,nan,nan,11,1548.0,NH VT DW NR,WI,27.1,W,Florence
2902,-89.633,45.889,Carrol Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1601.0,NH ND PT DW NS NR L$,WI,3.2,E,Woodruff
2910,-89.65,45.867,Clear Lake - North Highland/Amer Legion State Forest,SF,all year,nan,95,1621.0,NH ND FT DW SH RS,WI,3.1,SE,Woodruff
2923,-89.614,45.999,Crystal Lake - North Highland/Amer Legion State Forest,SF,all year,nan,180,1660.0,NH ND FT DW SH RS,WI,8.1,NE,Woodruff
2925,-89.584,45.848,Cunard Lake - North Highland/Amer Legion State Forest,SF,nan,nan,33,1614.0,NH ND PT DW NS NR L$,WI,6.4,SE,Woodruff
2940,-89.467,46.026,East Star Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1686.0,NH ND PT DW NS NR,WI,0.9,S,Star Lake
2944,-90.011,45.964,Emily Lake,NF,nan,nan,11,1575.0,NH NR,WI,20.8,E,Park Falls
2948,-89.633,46.002,Firefly Lake - North Highland/Amer Legion State Forest,SF,nan,nan,70,1647.0,NH ND FT DW SH NR,WI,7.9,NE,Woodruff
2951,-88.993,45.931,Franklin Lake,NF,mid may-late aug,nan,77,1723.0,NH RS,WI,12.1,E,Eagle River
2969,-89.113,45.311,High Lake County Park,CP,nan,nan,7,1611.0,NH ND PT NS,WI,11.9,N,Antigo
2971,-90.441,45.94,Hines City Park,CP,nan,nan,10,1501.0,WE FT DW,WI,0.4,N,Park Falls
2978,-89.639,45.825,Indian Mounds - North Highland/Amer Legion State Forest,SF,nan,nan,35,1581.0,NH ND PT DW NS NR L$,WI,5.7,SE,Woodruff
2986,-88.98,45.993,Kentuck Lake,NF,nan,nan,31,1731.0,NH NR,WI,13.7,E,Eagle River
2990,-89.152,46.136,Lac Vieux Desert,NF,nan,nan,31,1690.0,NH NR,WI,15.8,N,Eagle River
2994,-90.158,46.15,Lake of the Falls,CP,nan,nan,35,1574.0,E,WI,20.8,S,Hurley
2999,-89.105,45.33,Langlade County Veterans Memorial Park,CP,nan,nan,nan,1655.0,E DP DW SH,WI,13.3,N,Antigo
3001,-89.111,45.816,Laurel Lake,nan,nan,nan,12,1625.0,NH,WI,9.5,SE,Eagle River
3006,-88.558,45.884,Lost Lake,NF,nan,nan,27,1519.0,NH NR,WI,4.6,SE,Tipler
3008,-88.962,45.903,Luna White Deer,NF,nan,nan,46,1716.0,NH NR,WI,14.8,W,Long Lake
3048,-89.646,46.064,North Trout Lake - North Highland/Amer Legion State Forest,SF,nan,nan,45,1618.0,NH ND PT DW NS NR L$,WI,11.8,N,Woodruff
3055,-89.548,45.444,Otter Lake,CP,nan,nan,25,1648.0,nan,WI,9.7,N,Gleason
3069,-88.99,45.688,Pine Lake,NF,nan,nan,12,1634.0,NH NR,WI,17.5,NW,Laona
3073,-90.29,45.443,Pioneer Park - Ogema,CP,nan,unknown facilities,5,1555.0,NH ND NS,WI,0.4,E,Ogema
3075,-89.555,45.993,Plum Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1667.0,NH ND PT DW NS NR L$,WI,9.6,NE,Woodruff
3080,-89.533,46.023,Razorback Lake - North Highland/Amer Legion State Forest,SF,nan,nan,55,1686.0,NH ND PT DW NS RS L$,WI,11.8,NE,Woodruff
3082,-89.687,44.921,Rib Mountain State Park,SP,all year,closed for 2010 season,30,1798.0,E DW SH RS PA,WI,3.9,SW,Wausau
3083,-88.713,45.442,Richardson Lake,NF,nan,nan,26,1581.0,NH NR,WI,8.7,S,Laona
3094,-90.277,45.843,Sailor Lake,NF,early may-late oct,nan,25,1526.0,NH RS,WI,10.1,SE,Park Falls
3097,-89.968,46.103,Sandy Beach Lake - North Highland/Amer Legion State Forest,SF,nan,nan,35,1588.0,NH ND PT DW NS NR L$,WI,19.3,NW,Woodruff
3101,-90.156,46.324,Schomberg Park,CP,nan,ATV park,nan,1598.0,E DP FT DW SH,WI,8.8,S,Hurley
3103,-89.043,45.878,Sevenmile Lake,NF,nan,nan,31,1710.0,NH NR,WI,8.0,NE,Three Lakes
3109,-90.172,45.912,Smith Rapids,NF,early may-late oct,nan,11,1542.0,NH ND NS RS,WI,13.0,E,Park Falls
3113,-89.654,46.021,South Trout Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1670.0,NH ND PT DW NS NR L$,WI,8.8,N,Woodruff
3117,-89.009,46.01,Spectacle Lake,NF,nan,nan,41,1769.0,NH NR,WI,13.0,NE,Eagle River
3119,-89.575,46.025,Starrett Lake - North Highland/Amer Legion State Forest,SF,nan,nan,45,1640.0,NH ND PT DW NS NR L$,WI,10.7,NE,Woodruff
3120,-88.713,45.925,Stevens Lake,NF,nan,nan,6,1556.0,NH ND NS NR,WI,22.2,W,Florence
3135,-90.072,45.955,Twin Lakes,NF,early may-late oct,nan,17,1591.0,NH ND NS RS,WI,17.8,E,Park Falls
3137,-89.725,46.072,Upper Gresham Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1614.0,NH ND PT DW NS NR L$,WI,12.2,N,Woodruff
3144,-90.001,45.973,Wabasso Lake,nan,nan,nan,3,1586.0,NH ND NS,WI,5.2,W,Lac Du Flambea
3155,-89.475,46.033,West Star Lake - North Highland/Amer Legion State Forest,SF,nan,nan,nan,1690.0,NH ND PT DW NS NR,WI,4.3,NE,Sayner
3163,-88.861,45.93,Windsor Dam,NF,nan,nan,8,1663.0,NH ND NS NR,WI,18.5,E,Eagle River
3193,-73.292,42.205,Beartown State Forest,SF,early jun-late aug,nan,12,1643.0,NH ND VT DW NS RS PA L$,MA,4.5,NW,Monterey
3208,-73.188,42.632,Mt. Greylock State Reservation,SR,early jun-late sep,nan,35,2404.0,NH RS PA,MA,5.6,S,Williamstown
3214,-73.32,42.504,Pittsfield State Forest,SF,early jun-late sep,nan,30,2110.0,NH RS PA,MA,2.7,S,Hancock
3216,-73.047,42.647,Savoy Mountain State Forest,SF,early jun-late sep,nan,45,1987.0,NH DP DW SH RS PA,MA,2.3,SW,Florida
3225,-72.986,42.554,Windsor State Forest,SF,all year,nan,24,1850.0,NH ND VT DW NS RS PA L$,MA,17.2,NW,Williamsburg
3233,-79.14,39.545,Big Run State Park,SP,all year,nan,29,1510.0,NH ND DW NS RS PA,MD,10.4,S,Grantsville
3238,-79.31,39.516,Deep Creek Lake State Park,SP,mid apr-mid dec,nan,112,2568.0,E DP DW SH RS PA,MD,5.8,NW,Swanton
3252,-79.272,39.378,Lost Land Run  - Potomac State Forest,SF,nan,dispersed - no toilets near sites,6,2352.0,NH ND NW NS NR,MD,7.5,E,Oakland
3258,-79.386,39.717,Mill Run - Youghiogheny River Lake,COE,nan,swim beach,nan,1565.0,NH DP FT DW NS NR,MD,3.8,N,Friendsville
3259,-79.129,39.631,New Germany State Park,SP,all year,nan,48,2567.0,NH DP DW SH RS PA,MD,4.6,S,Grantsville
3264,-79.148,39.619,Savage River State Forest,SP,nan,dispersed - no facilities,52,2386.0,NH ND NW NS NR,MD,5.2,S,Grantsville
3271,-79.422,39.499,Swallow Falls State Park,SP,all year,nan,65,2407.0,E ND DW SH RS PA,MD,6.4,N,Oakland
3273,-79.269,39.346,Wallman/Laurel Run - Potomac State Forest,SF,nan,pretty area - dispersed - no toilets near sites,16,2195.0,NH ND NW NS NR,MD,8.5,SE,Oakland
3294,-70.72,44.939,Rangeley Lake State Park,SP,mid may-early oct,nan,50,1544.0,NH DW SH RS,ME,4.2,SW,Rangeley
3297,-68.859,45.92,Roaring Brook - Baxter State Park,SP,mid may-mid oct,for reservations go to www.baxterstateparkauthority.com/,10,1523.0,NH ND VT NS RS,ME,19.5,N,Millinocket
3308,-71.561,44.049,Big Rock,NF,mid may-mid oct,nan,28,1542.0,NH ND VT NS NR,NH,5.6,E,Lincoln
3311,-71.696,44.177,Cannon Mountain RV Park,SP,early jun-late sep,nan,7,1952.0,E DP SH RS,NH,4.3,SE,Franconia
3312,-71.884,43.651,Cardigan Campsites,AMC,nan,Walk In - wheelbarrows,17,1623.0,NH ND PT DW NS,NH,5.3,NW,Alexandria
3314,-71.328,44.944,Coleman State Park,SP,early jun-late sep,nan,24,2247.0,NH DP DW SH RS PA,NH,9.8,SE,Stewartstown
3316,-71.191,45.191,Deer Mountain,SF,early jun-late sep,nan,25,1978.0,NH RS PA,NH,13.7,NE,Pittsburg
3318,-71.4,44.178,Dry River - Crawford Notch State Park,SP,early jun-late sep,nan,35,1558.0,NH RS PA,NH,7.2,N,Harts Location
3324,-71.556,44.25,Haystack Road,NF,nan,nan,11,1762.0,NR,NH,1.6,SW,Twin Mountain
3326,-71.685,44.139,Lafayette - Franconia Notch State Park,SP,mid may-late dec,nan,98,1932.0,NH DP 30ft SH RS,NH,1.0,S,Franconia Notch
3328,-71.224,44.572,Milan Hill State Park,SP,early jun-late sep,primitive,10,1722.0,NH ND PT NW NS RS PA,NH,1.9,W,Milan
3332,-72.063,43.321,Mount Sunapee,SP,early jun-late sep,primitive - on platforms,nan,1890.0,NH ND VT DW NS RS PA,NH,1.4,W,Newbury
3336,-72.116,43.234,Pillsbury State Park,SP,early jun-late sep,nan,40,1755.0,NH 35ft RS PA,NH,4.1,N,Washington
3337,-71.649,44.009,Russell Pond,NF,mid may-mid oct,nan,86,1795.0,NH ND DW SH NR,NH,2.3,SE,Lincoln
3339,-71.505,44.26,Sugarloaf 1,NF,mid may-late sep,nan,32,1611.0,NH ND VT NS RS PA,NH,2.0,E,Twin Mountain
3340,-71.504,44.258,Sugarloaf 2,NF,mid may-late sep,nan,29,1663.0,NH ND NS RS PA,NH,2.1,SE,Twin Mountain
3379,-75.069,42.118,Bear Spring Mountain - DEC,SPR,mid may-late aug,nan,nan,1912.0,NH DP DW SH RS PA,NY,4.7,SE,Walton
3385,-75.68,42.522,Bowman Lake State Park,SP,mid may-late sep,nan,nan,1712.0,NH DP DW SH RS PA,NY,6.9,NW,Oxford
3386,-74.118,44.505,Buck Pond - DEC,SPR,mid may-late aug,nan,nan,1681.0,NH DP DW SH RS PA,NY,5.9,NE,Gabriels
3390,-74.468,43.125,Caroga Lake - DEC,SPR,mid may-late aug,nan,nan,1506.0,NH DP DW SH RS PA,NY,9.6,NW,Johnstown
3402,-74.821,44.197,Cranberry Lake  - DEC,SPR,mid may-mid oct,nan,nan,1605.0,NH DP DW SH RS PA,NY,1.9,SE,Cranberry Lake
3409,-74.208,42.151,Devils Tombstone - DEC,SPR,mid may-late sep,nan,nan,1920.0,NH RS PA,NY,3.2,NE,Lanesville
3414,-74.712,43.763,Eighth Lake - DEC,SPR,mid may-late sep,nan,nan,1791.0,NH DP DW SH RS PA,NY,4.1,E,Inlet
3418,-74.365,44.308,Fish Creek Pond - DEC,SPR,mid may-mid oct,nan,nan,1582.0,NH DP DW SH RS PA,NY,7.6,NE,Tupper Lake
3420,-74.525,43.905,Forked Lake - DEC,SPR,mid may-late aug,nan,nan,1752.0,NH RS PA,NY,7.0,SW,Long Lake
3423,-75.128,42.573,Gilbert Lake State Park,SP,mid may-late sep,nan,nan,1553.0,E DP 50ft DW SH RS PA,NY,3.5,NW,Laurens
3425,-74.592,43.817,Golden Beach - DEC,SPR,mid may-late aug,nan,nan,1800.0,NH DP DW SH RS PA,NY,26.5,N,Piseco
3444,-74.389,43.838,Lake Durant - DEC,SPR,mid may-late sep,nan,nan,1779.0,NH DP SH RS PA,NY,7.3,NW,Indian Lake
3445,-74.463,43.988,Lake Eaton - DEC,SPR,mid may-late aug,nan,nan,1731.0,NH DP DW SH RS PA,NY,2.4,NW,Long Lake
3448,-74.13,43.979,Lake Harris - DEC,SPR,mid may-late aug,nan,nan,1592.0,NH DP DW SH RS PA,NY,1.8,E,Newcomb
3452,-74.394,43.651,Lewey Lake - DEC,SPR,mid may-late sep,nan,nan,1672.0,NH DP DW SH RS PA,NY,11.1,SW,Indian Lake
3453,-74.796,43.718,Limekiln Lake - DEC,SPR,mid may-late aug,nan,nan,1953.0,NH DP DW SH RS PA,NY,2.5,S,Inlet
3455,-74.735,42.036,Little Pond - DEC,SPR,mid may-late sep,nan,nan,1971.0,NH DP DW SH RS PA,NY,9.0,SW,Margaretville
3456,-74.551,43.417,Little Sand Point - DEC,SPR,mid may-late aug,nan,nan,1683.0,NH DP RS PA,NY,2.3,SW,Piseco
3463,-74.287,44.578,Meacham Lake - DEC,SPR,mid may-late sep,nan,nan,1555.0,NH DP DW SH RS PA,NY,18.7,S,Malone
3465,-74.399,43.493,Moffitt Beach - DEC,SPR,mid may-late sep,nan,nan,1757.0,NH DP DW SH RS PA,NY,1.9,W,Speculator
3466,-74.691,41.957,Mongaup Pond - DEC,SPR,mid may-late sep,nan,nan,2155.0,NH DP DW SH RS PA,NY,3.5,NE,DeBruce
3473,-74.982,43.688,Nicks Lake - DEC,SPR,mid may-late sep,nan,nan,1753.0,NH DP SH RS PA,NY,9.4,S,Webb
3474,-74.037,42.203,North/South Lake  - DEC,SPR,early may-mid oct,nan,nan,2179.0,NH DP SH RS PA,NY,3.2,E,Haines Falls
3477,-77.407,42.71,Ontario County Park - Gannet Hill,CP,mid may-mid oct,unknown facilities,nan,2256.0,E RS,NY,6.5,N,Naples
3478,-75.418,42.181,Oquaga Creek State Park,SP,all year,nan,nan,1658.0,NH DP DW SH RS PA,NY,8.4,S,Bainbridge
3482,-74.582,43.399,Point Comfort - DEC,SPR,mid may-late aug,nan,nan,1689.0,NH RS PA,NY,4.3,SW,Piseco
3484,-74.54,43.428,Poplar Point - DEC,SPR,mid may-late aug,nan,nan,1682.0,NH RS PA,NY,1.4,SW,Piseco
3491,-74.407,44.307,Rollins Pond - DEC,SPR,mid may-late aug,nan,nan,1591.0,NH DP DW SH RS PA,NY,6.4,NE,Tupper Lake
3525,-78.78,40.342,Adams Croyle,UTIL,nan,nan,nan,1685.0,nan,PA,2.7,S,Summerhill
3527,-79.112,41.525,Beaver Meadows Rec Area,NF,early jun-mid dec,nan,51,1751.0,NH ND NS RS L$,PA,3.9,N,Marienville
3528,-78.059,40.915,Black Moshannon State Park,SP,mid apr-late dec,nan,nan,1901.0,E DP 40ft DW SH RS PA,PA,8.6,E,Philipsburg
3529,-78.579,40.295,Blue Knob State Park,SP,early apr-mid oct,nan,nan,2568.0,E DP 40ft DW SH RS PA,PA,6.8,NW,Imler
3536,-77.821,41.663,Cherry Springs State Park,SP,mid apr-mid dec,nan,30,2297.0,NH DP NR NP,PA,12.9,SE,Coudersport
3541,-77.466,41.701,Colton Point State Park,SP,mid apr-mid oct,nan,nan,1649.0,NH DP NR NP,PA,9.2,W,Wellsboro
3542,-79.22,41.365,Cook Forest State Park,SP,nan,nan,nan,1583.0,E DP DW SH RS PA,PA,2.3,N,Cooksburg
3548,-78.843,40.569,Duman Lake County Park,CP,nan,nan,6,1748.0,E DP DW SH,PA,3.7,SW,Nicktown
3549,-78.595,41.564,East Branch Lake,COE,nan,nan,nan,1736.0,E DP DW SH NR,PA,4.9,E,Wilcox
3555,-79.259,41.69,Hearts Content Rec Area,NF,nan,nan,36,1909.0,NH DP RS,PA,12.2,SW,Warren
3558,-77.186,41.806,Hills Creek State Park,SP,mid apr-late oct,nan,nan,1531.0,E DP DW SH RS PA,PA,7.1,NE,Wellsboro
3564,-79.494,39.885,Kentuck - Ohiopyle State Park,SP,early mar-mid dec,nan,200,1565.0,E DP DW SH RS NP,PA,0.9,N,Ohiopyle
3568,-79.23,40.06,Kooser State Park,SP,early apr-mid oct,nan,nan,2311.0,E DP RS PA,PA,8.8,NW,Somerset
3572,-79.218,40.009,Laurel Hill State Park,SP,early apr-mid oct,nan,nan,2222.0,E DP 40ft DW SH RS PA,PA,7.4,W,Somerset
3574,-77.45,41.698,Leonard Harrison State Park,SP,early apr-mid oct,nan,nan,1809.0,E DP RS NP,PA,8.5,SW,Wellsboro
3581,-77.778,41.723,Lyman Run State Park,SP,early apr-mid dec,2 campgrounds,35,1732.0,E DP FT DW SH RS PA,PA,7.1,W,Galeton
3589,-78.83,40.466,Nanty Glo Municipal Park,CP,nan,nan,nan,1712.0,nan,PA,0.4,SE,Nanty Glo
3593,-78.509,41.202,Parker Dam State Park,SP,mid apr-late dec,nan,nan,1630.0,E DP FT DW SH RS PA,PA,3.5,E,Penfield
3594,-77.891,41.697,Patterson State Park,SP,nan,nan,nan,2465.0,NH ND NS NR NP,PA,13.1,W,Galeton
3595,-77.701,40.728,Penn Roosevelt State Park,SP,nan,rustic,18,1633.0,NH ND VT DW NS NR PA,PA,23.4,NE,Huntingdon
3601,-75.21,41.32,Promised Land State Park,SP,all year,nan,nan,1753.0,45ft RS PA,PA,5.0,E,Greentown
3602,-78.965,40.17,Quemahoning Family Rec Area,UTIL,nan,nan,63,1667.0,E DP DW SH,PA,5.4,E,Jennerstown
3605,-77.192,40.992,RB Winter State Park,SP,mid apr-mid dec,nan,nan,1524.0,RS PA,PA,9.1,NW,Mifflinburg
3607,-78.793,41.49,Red Mill,NF,nan,nan,10,1523.0,NH ND NS NR,PA,5.9,NW,Ridgway
3610,-76.296,41.336,Ricketts Glen State Park,SP,all year,nan,nan,2243.0,NH DP DW SH RS PA,PA,10.7,NE,Benton
3612,-78.531,41.108,S.B. Elliott State Park,SP,mid apr-early oct,nan,nan,2118.0,NH DP NS NR NP,PA,7.3,S,Penfield
3620,-76.698,41.646,Sunfish Pond County Park,CP,nan,nan,50,2082.0,E DP FT DW SH RS,PA,2.1,S,Leroy
3624,-75.397,41.207,Tobyhanna State Park,SP,mid apr-mid dec,nan,nan,1985.0,NH DP 45ft DW SH RS PA,PA,2.3,NE,Tobyhanna
3627,-78.876,41.943,Tracy Ridge Rec Area,NF,mid may-mid dec,nan,119,2236.0,NH DP NS RS L$,PA,11.7,W,Bradford
3629,-79.415,39.782,Tub Run Rec Area - Youghiogheny River Lake,COE,mid may-late aug,nan,101,1582.0,E DP DW SH RS PA,PA,3.8,SW,Confluence
3631,-78.756,41.614,Twin Lakes Rec Area,NF,mid may-mid dec,nan,211,1770.0,E DP DW SH RS,PA,4.4,NW,Wilcox
3646,-82.528,36.868,Bark Camp,NF,nan,nan,71,2829.0,E DP SH NR,VA,6.3,SW,Coeburn
3648,-81.682,36.667,Beartree,NF,early may-late oct,nan,90,3097.0,NH DP DW SH RS PA,VA,6.1,E,Damascus
3651,-78.439,38.527,Big Meadows - Shenandoah National Park,NP,early may-late nov,nan,nan,3576.0,NH DP DW SH RS PA,VA,4.8,SE,Stanley
3652,-79.884,38.069,Blowing Springs,NF,all year,nan,40,1713.0,NH DP DW NR L$,VA,20.0,N,Covington
3653,-79.974,37.985,Bolar Mountain,NF,early apr-late nov,3 campgrounds,90,1585.0,E DP DW SH RS,VA,13.3,N,Covington
3654,-82.295,37.29,Breaks InterState Park,SP,nan,nan,nan,1798.0,E RS,VA,5.9,N,Haysi
3659,-82.679,37.102,Cane Patch,NF,nan,nan,34,1657.0,E DP DW SH NR,VA,4.5,W,Pound
3662,-82.922,36.802,Cave Springs,NF,nan,nan,64,1598.0,E DP SH NR,VA,2.0,NE,Dryden
3666,-80.624,37.062,Claytor Lake State Park,SP,all year,nan,nan,1927.0,E DP 35ft DW SH RS PA,VA,4.6,SE,Dublin
3667,-81.225,36.763,Comers Rock,NF,nan,nan,6,3784.0,NH NR L$,VA,4.6,SW,Speedwell
3675,-80.873,37.044,Gatewood Park,CP,nan,nan,42,2195.0,WE DP DW SH,VA,5.1,W,Pulaski
3676,-80.821,37.374,Gentrys Landing,CP,nan,nan,80,1527.0,WE DP DW SH,VA,3.0,N,Narrows
3682,-81.485,36.639,Grayson Highlands State Park,SP,all year,nan,nan,4324.0,E DP DW SH RS PA,VA,8.9,NW,Mouth Of Wilson
3683,-81.542,36.688,Grindstone,NF,early may-late nov,nan,108,3711.0,E DP SH RS PA,VA,5.4,W,Troutdale
3684,-79.822,38.099,Hidden Valley,NF,nan,nan,30,1801.0,NH DP NR L$,VA,4.0,NW,Warm Springs
3685,-82.622,36.89,High Knob,NF,nan,nan,77,3612.0,NH DP DW SH NR L$,VA,3.0,S,Norton
3687,-79.135,38.46,Hone Quarry,NF,all year,nan,51,1850.0,NH DP NS NR L$,VA,14.4,W,Harrisonburg
