,longitude,latitude,name,park_type,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
8146,-122.467,42.796,Mill Creek,NF,nan,nan,10,2844.0,NH ND NS NR,OR,3.1,N,Prospect
8148,-118.067,44.674,Millers Lane,NF,mid jun-mid sep,nan,8,4085.0,NH ND VT NW NS NR L$,OR,13.4,SW,Baker City
8152,-122.712,43.583,Mineral Forest Camp,NF,nan,nan,6,1890.0,NH ND NS NR,OR,22.8,SE,Cottage Grove
8156,-121.479,44.624,Monty,NF,nan,nan,33,2028.0,NH ND NS NR,OR,14.7,NW,Culver
8157,-117.679,45.275,Moss Springs,NF,nan,tent only - 6 miles narrow steep gravel road,11,5843.0,NH ND VT NW NS NR,OR,6.4,E,Cove
8158,-117.96,45.868,Mottet,NF,nan,nan,6,5184.0,NR,OR,21.0,E,Milton-Freewater
8159,-122.713,42.076,Mt Ashland,NF,nan,nan,9,6739.0,NH ND NS NR,OR,8.2,S,Ashland
8160,-120.204,42.282,Mud Creek,NF,nan,nan,15,6473.0,NR,OR,9.7,NE,Lakeview
8161,-118.23,44.964,Mud Lake,NF,mid jul-late aug,nan,7,7156.0,NH ND NS RS,OR,23.4,NW,Baker City
8162,-119.647,44.302,Mud Springs,NF,nan,nan,4,4924.0,NH ND NS NR,OR,19.6,NE,Paulina
8163,-119.966,44.808,Muleshoe,BLM,nan,nan,10,1712.0,NH ND VT NW NS NR L$,OR,8.6,W,Spray
8164,-118.639,44.213,Murray,NF,nan,nan,5,5220.0,NH ND NS NR,OR,17.3,E,Seneca
8166,-122.465,42.894,Natural Bridge,NF,nan,nan,19,3304.0,NH ND NS NR L$,OR,9.7,N,Prospect
8172,-121.823,43.674,North Davis Creek,NF,nan,nan,14,4370.0,NH ND NS NR,OR,15.9,NW,Crescent
8173,-122.359,42.378,North Fork,NF,nan,nan,13,4688.0,NH ND NS NR L$,OR,15.5,SE,Butte Falls
8174,-118.401,44.914,North Fork John Day,NF,nan,nan,25,5210.0,NH ND NS NR,OR,7.3,N,Granite
8177,-121.764,43.731,North Twin Lake,NF,nan,nan,20,4403.0,NH ND NS NR,OR,18.9,N,Crescent
8178,-122.003,43.758,North Waldo,NF,nan,nan,56,5499.0,NH DP 30ft NS NR,OR,22.9,E,Oakridge
8181,-121.77,45.114,Oak Fork,NF,nan,nan,53,3373.0,NH ND 32ft NS RS,OR,13.2,S,Government Camp
8182,-120.387,44.499,Ochoco Divide,NF,all year,dispersed,28,4734.0,NH ND VT NW NS NR N$,OR,26.0,NE,Prineville
8183,-120.7,44.306,Ochoco Lake,SP,nan,nan,nan,3146.0,NH ND NS NR,OR,6.7,E,Prineville
8184,-121.963,43.551,Odell Creek,nan,nan,nan,nan,4793.0,NH,OR,5.4,N,Crescent Lake
8185,-122.06,42.429,Odessa,NF,nan,nan,6,4222.0,NH ND NS NR L$,OR,20.0,NW,Klamath Falls
8188,-118.596,44.784,Olive Lake,NF,nan,nan,59,6076.0,NH ND NS NR,OR,8.9,W,Granite
8189,-116.875,45.152,Ollokot,NF,nan,nan,13,4075.0,NH ND NS NR N$,OR,22.2,SE,Joseph
8191,-118.34,44.547,Oregon,NF,nan,nan,12,5016.0,NR,OR,10.5,NW,Unity
8192,-118.727,44.974,Oriental,NF,nan,nan,9,3261.0,NH ND NS NR,OR,10.8,E,Dale
8196,-118.866,42.801,Page Springs,BLM,nan,nan,nan,4295.0,NH ND 24ft NS NR,OR,3.1,SE,Frenchglen
8197,-122.092,44.185,Paradise,NF,mid may-mid oct,nan,64,1627.0,NH ND NS RS PA,OR,3.6,E,McKenzie Bridge
8198,-118.766,44.178,Parish Cabin,NF,nan,nan,21,4934.0,NH ND NS NR,OR,10.6,E,Seneca
8200,-123.211,43.723,Pass Creek County Park,CP,nan,nan,30,2733.0,WES DP DW SH,OR,0.1,E,Curtin
8201,-121.792,44.813,Paul Dennis (Olallie),NF,nan,nan,17,5003.0,NH ND NS NR,OR,18.4,E,Detroit
8202,-121.274,43.712,Paulina Lake,NF,mid may-late sep,nan,69,6348.0,NH ND 30ft NS RS,OR,11.8,E,La Pine
8203,-121.236,44.685,Pelton Park,UTIL,nan,nan,nan,1677.0,nan,OR,6.3,NW,Madras
8205,-121.785,44.8,Peninsula (Olallie),NF,nan,nan,43,5007.0,NH ND NS NR,OR,18.5,E,Detroit
8206,-119.317,45.116,Penland Lake,NF,nan,nan,17,4941.0,NH ND NS NR N$,OR,20.1,SE,Heppner
8207,-121.451,44.584,Perry South,NF,early jun-mid sep,nan,63,2057.0,NH ND NS RS PA,OR,12.4,W,Culver
8209,-120.933,42.698,Pikes Crossing,NF,nan,nan,6,5663.0,NH ND PT NS NR,OR,19.7,W,Paisley
8211,-120.943,43.791,Pine Mountain,NF,nan,nan,6,6250.0,NH ND NS NR,OR,26.1,SE,Bend
8212,-121.801,45.113,Pine Point,NF,mid may-late aug,nan,59,3274.0,NH ND NS RS,OR,13.4,S,Government Camp
8213,-121.638,44.482,Pine Rest,NF,nan,nan,8,2956.0,NH ND NS NR,OR,13.9,N,Sisters
8214,-121.622,44.55,Pioneer Ford,NF,nan,nan,20,2795.0,NH ND NS NR,OR,18.3,N,Sisters
8216,-121.808,43.967,Point,NF,nan,nan,9,4928.0,NH ND NS NR,OR,25.3,W,Bend
8217,-122.196,43.312,Poole Creek,NF,early jun-mid oct,nan,80,4193.0,NH ND 35ft NS RS,OR,9.7,N,Diamond Lake
8223,-121.52,45.216,Post Camp,NF,nan,nan,4,4600.0,NH ND 18ft NS NR N$,OR,25.0,SW,Dufur
8225,-121.425,43.724,Prairie,NF,nan,nan,16,4314.0,NH ND NS NR,OR,5.4,NE,La Pine
8227,-122.01,43.586,Princess Creek,NF,nan,nan,58,4856.0,NH ND NS NR,OR,7.8,N,Crescent Lake
8228,-121.606,43.747,Pringle Falls,NF,nan,nan,7,4245.0,NH ND NS NR L$,OR,25.9,SW,Bend
8232,-121.837,43.785,Quinn River,NF,nan,nan,40,4475.0,NH ND 30ft NS NR,OR,32.1,SW,Bend
8234,-122.067,45.025,Raab,NF,mid may-late aug,nan,27,1657.0,NH ND 24ft NS RS,OR,22.5,SE,Estacada
8235,-122.043,45.079,Rainbow,NF,mid may-late aug,nan,17,1503.0,NH ND 24ft NS RS,OR,20.3,SE,Estacada
8236,-121.758,45.627,Rainy Lake,NF,nan,nan,5,4019.0,NH ND NS NR L$,OR,10.7,NW,Parkdale
8237,-118.257,45.324,Red Bridge State Park,SP,nan,walk to sites only,10,3087.0,NH ND NS NR,OR,12.1,W,LaGrande
8241,-122.041,45.08,Ripplebrook,NF,mid may-late aug,nan,13,1509.0,NH ND NS RS,OR,20.3,SE,Estacada
8243,-122.493,42.822,River Bridge,NF,nan,nan,15,2890.0,NH ND NS NR,OR,4.7,N,Prospect
8244,-122.057,45.033,Riverford,NF,nan,nan,10,1568.0,NH ND 16ft NS NR,OR,22.3,SE,Estacada
8245,-121.634,44.443,Riverside,NF,nan,nan,16,3041.0,NH ND NS NR,OR,11.3,N,Sisters
8246,-121.944,44.642,Riverside - Detroit,NF,nan,nan,37,2438.0,NH ND 24ft NS NR,OR,31.1,NW,Sisters
8247,-122.061,45.043,Riverside - Estacada,NF,mid may-late aug,nan,16,1673.0,NH ND NS RS,OR,21.6,SE,Estacada
8251,-121.832,43.767,Rock Creek - La Pine,NF,nan,nan,33,4478.0,NH ND 30ft NS NR,OR,22.1,N,Crescent
8253,-121.382,45.222,Rock Creek Reservoir,NF,mid may-late sep,nan,33,2238.0,NH ND 18ft NS RS,OR,20.1,SW,Dufur
8254,-118.841,43.998,Rock Springs,NF,nan,nan,14,5308.0,NH ND NS NR,OR,30.4,N,Burns
8259,-121.783,44.442,Round Lake,NF,nan,nan,6,4337.0,NH ND NS NR N$,OR,15.6,NW,Sisters
8260,-121.58,45.45,Routson,CP,nan,nan,nan,2500.0,nan,OR,6.1,S,Mt.Hood Parkdale
8262,-122.328,43.496,Sacandaga,NF,nan,nan,21,2556.0,NH ND NS NR,OR,18.5,S,Oakridge
8263,-116.723,45.4,Saddle Creek,NF,nan,RVs not recommended,7,6562.0,NH ND NS NR N$,OR,27.0,E,Enterprise
8264,-123.692,45.962,Saddle Mountain State Park,SP,all year,RVs must park in lot - primitive tent sites only,10,1581.0,NH ND NS RS,OR,5.2,NE,Necanicum Junction
8265,-122.373,43.763,Salmon Creek Falls,NF,nan,nan,17,1581.0,NH ND NS NR,OR,4.6,E,Oakridge
8267,-123.686,42.442,Sam Brown,NF,nan,nan,35,2037.0,NH ND 35ft SH NR,OR,14.5,W,Merlin
8269,-122.451,43.601,Sand Prairie,NF,nan,nan,33,1611.0,NH ND NS NR L$,OR,10.0,S,Oakridge
8271,-120.879,42.595,Sandhill Crossing,NF,nan,nan,8,6125.0,NH ND NS NR,OR,18.2,W,Paisley
8272,-122.115,44.712,Santiam Flats,NF,nan,nan,32,1591.0,NH ND NS NR L$,OR,2.3,SE,Detroit
8277,-121.923,42.886,Scott Creek,NF,nan,nan,6,4757.0,NR,OR,21.5,N,Chiloquin
8278,-121.888,44.212,Scott Lake,NF,nan,nan,10,4833.0,NH ND NS NR,OR,17.6,W,Sisters
8279,-121.749,44.411,Scout Lake,NF,early jun-mid sep,nan,25,3727.0,NH ND NS RS PA,OR,12.9,NW,Sisters
8280,-122.441,43.515,Secret,NF,nan,nan,6,1965.0,NH ND NS NR L$,OR,16.0,S,Oakridge
8281,-123.688,42.422,Secret Creek,NF,nan,nan,9,2037.0,NH ND NS NR,OR,11.2,SW,Galice
8282,-120.001,44.793,Service Creek,BLM,nan,nan,6,1672.0,NH ND VT NW NS NR L$,OR,10.5,W,Spray
8283,-116.516,45.347,Seven Devils,NF,nan,narrow steep gravel road - RVs not recommended,7,7546.0,NH ND NS NR,OR,11.0,SW,Riggins
8284,-122.042,43.693,Shadow Bay,NF,early jul-mid sep,nan,106,5489.0,NH DP 24ft NS RS PA,OR,21.3,E,Oakridge
8285,-117.383,45.258,Shady,NF,nan,nan,13,5545.0,NH ND NS NR,OR,12.6,SW,Enterprise
8286,-122.3,44.845,Shady Cove,NF,nan,nan,15,1549.0,NH ND NS NR,OR,10.7,NE,Mill City
8288,-121.784,43.73,Sheep Bridge,NF,early may-late sep,nan,23,4367.0,NH ND NS RS,OR,19.0,N,Crescent
8289,-121.921,45.085,Shellrock Creek,NF,nan,nan,8,2385.0,NH ND 16ft NS NR,OR,24.6,SE,Estacada
8290,-120.092,44.896,Shelton Wayside,CP,nan,nan,40,3428.0,NH ND VT NS L$,OR,9.3,SE,Fossil
8291,-120.718,45.478,Sherman County RV Park,CP,nan,nan,nan,1929.0,WES,OR,0.8,SE,Moro
8292,-121.569,45.395,Sherwood,NF,nan,nan,26,3199.0,NH ND NS NR,OR,21.6,S,Hood River
8293,-121.13,43.007,Silver Creek Marsh,NF,nan,nan,24,4797.0,NH ND NS NR N$,OR,9.3,SW,Silver Lake
8295,-121.541,44.288,Sisters City Park,CP,nan,Great campground - Close to town and singletrack bike trail,60,3180.0,WES FT DW,OR,0.4,SE,Sisters
8298,-122.045,43.861,Skookum Creek,NF,nan,nan,8,4629.0,NH ND NS NR,OR,23.6,E,Westfir
8299,-121.065,44.397,Skull Hollow,NF,nan,nan,29,2999.0,NH ND NS NR,OR,6.4,NE,Terrebonne
8300,-122.224,44.077,Slide Creek,NF,nan,nan,24,1864.0,NH ND NS NR,OR,7.8,SE,Blue River
8301,-121.637,44.474,Smiling River,NF,early may-late sep,nan,47,2972.0,NH ND NS RS,OR,1.0,N,Camp Sherman
8303,-121.728,44.025,Soda Creek,NF,nan,nan,10,5449.0,NH NR,OR,20.6,W,Bend
8304,-121.788,43.96,South (Hosmer Lake),NF,nan,nan,23,4964.0,NH ND NS NR L$,OR,24.4,W,Bend
8306,-118.305,44.404,South Fork,NF,nan,nan,14,4452.0,NH ND NS NR,OR,6.0,SW,Unity
8308,-123.72,45.202,South Lake,NF,nan,nan,9,2379.0,NR,OR,7.3,SE,Beaver
8309,-121.823,43.614,South Lava Flow,NF,nan,nan,16,4495.0,NR,OR,12.3,NW,Crescent
8310,-121.741,44.418,South Shore,NF,early jun-mid sep,nan,38,3510.0,NH ND 30ft NS RS PA,OR,12.9,NW,Sisters
8311,-118.763,42.639,South Steens,BLM,nan,equestrian - unknown facil,nan,5240.0,NH ND NS NR L$,OR,26.6,SW,Princeton
8312,-121.771,43.715,South Twin Lake,NF,nan,nan,21,4360.0,NH ND 26ft NS NR,OR,32.8,SW,Bend
8313,-122.688,43.056,South Umpqua Falls,NF,nan,nan,20,1709.0,NH ND 35ft NS NR,OR,15.9,NE,Tiller
8314,-122.176,44.705,Southshore,NF,nan,nan,66,1703.0,NH ND NS NR,OR,42.1,NW,Sisters
8315,-118.081,44.676,Southwest Shore,NF,nan,nan,16,4098.0,NH ND NS NR,OR,13.9,SW,Baker City
8316,-123.702,42.347,Spalding Pond,NF,nan,nan,8,3373.0,NH ND NS NR,OR,16.3,S,Galice
8318,-118.394,45.203,Spool Cart,NF,nan,nan,12,3602.0,NH ND NS NR,OR,17.1,SW,La Grande
8319,-119.792,44.823,Spray Riverfront Park,CP,nan,scenic little RV Park - primitive,8,1800.0,NH ND VT DW NS L$,OR,0.8,S,Spray
8320,-122.02,43.461,Spring,NF,mid may-late sep,nan,81,4882.0,NH ND NS RS,OR,16.3,W,Crescent
8321,-121.533,45.125,Spring Drive RV (was Bear Springs),NF,nan,self contained only - no tents,8,3127.0,WES ND NT DW NS RS,OR,16.4,SE,Government Camp
8323,-123.022,42.035,Squaw Lakes,NF,early may-mid sep,nan,37,3287.0,NH ND NS RS L$,OR,17.0,SE,Applegate
8324,-124.005,42.731,Sru Lake,NF,nan,nan,9,2283.0,NH ND NS NR,OR,11.1,S,Powers
8325,-119.018,44.262,Starr,NF,nan,nan,13,5167.0,NH NR,OR,9.5,S,Canyon City
8327,-117.218,44.367,Steck Park,BLM,nan,nan,25,2766.0,FT DW NR L$,OR,14.7,NW,Weiser
8328,-118.32,44.4,Stevens Creek,NF,nan,nan,9,4495.0,NH ND NS NR,OR,6.8,W,Unity
8329,-121.737,45.295,Still Creek,NF,early jun-mid sep,nan,30,3911.0,NH ND 16ft NS RS,OR,1.1,SE,Government Camp
8330,-118.674,44.32,Strawberry,NF,nan,nan,11,5700.0,NH ND NS NR,OR,10.1,S,Prairie City
8332,-117.133,43.467,Succor Creek State Natural Area,SP,nan,primitive,6,3730.0,NW NR,OR,29.2,S,Nyssa
8333,-119.806,44.232,Sugar Creek,NF,nan,nan,25,4035.0,NH ND NS NR,OR,10.4,NE,Paulina
8334,-120.762,42.952,Summer Lake State Wildlife Area,SP,all year,very little info,nan,4160.0,NR N$,OR,1.7,SE,Summer Lake
8336,-122.223,44.064,Sunnyside,NF,nan,nan,13,1850.0,NH ND NS NR,OR,8.5,SE,Blue River
8338,-122.205,42.371,Sunset,NF,mid may-late aug,nan,97,5049.0,NH ND NS RS PA,OR,23.9,NW,Klamath Falls
8340,-121.963,43.562,Sunset Cove,NF,nan,nan,23,4849.0,NH ND NS NR,OR,15.1,NW,Crescent
8345,-121.218,43.853,Swamp Wells,NF,nan,nan,5,5450.0,NH ND VT NW NS NR,OR,15.0,S,Bend
8348,-117.452,45.02,Tamarack,NF,nan,nan,12,4508.0,NH ND NS NR,OR,25.2,NE,Baker City
8349,-118.076,45.805,Target Meadows,NF,nan,nan,22,4813.0,NH ND NS NR,OR,16.8,E,Weston
8350,-122.035,43.815,Taylor Burn,NF,nan,nan,9,5213.0,NH ND NS NR,OR,21.8,E,Oakridge
8351,-122.376,42.211,The Resort - Howard Prairie Lake,CP,mid apr-mid oct,nan,300,4548.0,E ND FT DW SH,OR,17.1,E,Ashland
8352,-117.788,45.025,Thief Valley Reservoir,CP,nan,very windy - unknown facilities,nan,3145.0,nan,OR,17.5,N,Baker City
8353,-122.166,43.167,Thielsen View,NF,nan,nan,74,5187.0,NH DP 35ft NS NR,OR,1.6,SW,Diamond Lake
8354,-121.091,42.959,Thompson Reservoir,NF,nan,nan,21,4951.0,NH ND NS NR,OR,11.8,S,Silver Lake
8356,-121.624,44.095,Three Creek Lake,NF,nan,nan,13,6588.0,NH ND NS NR,OR,14.0,S,Sisters
8357,-121.624,44.112,Three Creek Meadow,NF,nan,nan,20,6365.0,NH ND NS NR,OR,12.9,S,Sisters
8358,-122.866,42.804,Threehorn,NF,nan,nan,5,2743.0,NH ND 22ft NS NR,OR,9.6,SE,Tiller
8361,-121.648,45.399,Tilly Jane,NF,nan,Tent Only,28,5719.0,NH ND NS NR,OR,8.7,S,Parkdale
8362,-122.115,43.41,Timpanogas Lake,NF,early jul-late oct,nan,10,5315.0,NH ND NS RS,OR,29.0,SE,Oakridge
8364,-123.125,42.036,Tipsu Tyee,NF,nan,nan,5,2073.0,NR,OR,20.8,SW,Jacksonville
8365,-122.404,43.274,Toketee Lake,NF,nan,nan,32,2480.0,NH ND 30ft NS NR,OR,31.4,E,Idleyld Park
8366,-121.571,45.515,Toll Bridge County Park,CP,nan,nan,nan,1690.0,E DP DW SH,OR,13.4,S,Hood River
8367,-118.934,44.997,Tollbridge,NF,nan,nan,7,2897.0,NR,OR,21.3,NE,Long Creek
8369,-121.905,45.323,Tollgate,NF,mid may-late aug,nan,26,1824.0,NH ND NS RS,OR,2.4,SE,Zigzag
8370,-122.041,42.125,Topsy,BLM,nan,unknown facilities,nan,3940.0,NH ND NS NR,OR,5.7,W,Keno
8371,-122.047,44.281,Trail Bridge,NF,nan,nan,46,2234.0,NH ND 32ft NS NR,OR,9.3,NE,McKenzie Bridge
8372,-122.046,43.584,Trapper Creek,NF,early jun-late sep,nan,37,4846.0,NH ND NS RS,OR,8.1,N,Crescent Lake
8374,-121.733,45.271,Trillium Lake,NF,mid may-late sep,nan,61,3661.0,NH ND VT DW NS RS PA,OR,2.5,SE,Government Camp
8375,-121.926,44.385,Trout Creek,NF,nan,nan,29,5269.0,NH ND NS NR,OR,40.0,E,Sweet Home
8376,-120.97,44.784,Trout Creek - Madras,BLM,nan,nan,nan,1686.0,NH NR,OR,13.0,NE,Madras
8377,-118.552,44.305,Trout Farm,NF,nan,nan,25,4892.0,NH ND NS NR,OR,13.4,SE,Prairie City
8381,-121.332,44.127,Tumalo State Park,SP,all year,nan,nan,3232.0,WES DP DW SH RS,OR,4.8,N,Bend
8382,-117.391,45.277,Turkey Flat Forest Camp,NF,nan,nan,4,5377.0,NH ND VT NW NS NR L$,OR,11.7,SW,Enterprise
8383,-122.589,43.23,Twin Lakes,NF,nan,primitive - unknown facilities,13,5131.0,NR,OR,22.8,E,Idleyld Park
8384,-117.055,45.079,Twin Lakes,NF,nan,nan,8,6483.0,NH ND NS NR,OR,14.0,N,Halfway
8385,-120.212,42.157,Twin Springs,NF,nan,nan,5,6486.0,NR,OR,7.2,E,Lakeview
8386,-117.446,45.037,Two Color,NF,nan,nan,13,4760.0,NH ND NS NR,OR,26.3,NE,Baker City
8387,-117.377,45.25,Two Pan,NF,nan,nan,12,5600.0,NH ND NS NR,OR,13.1,S,Enterprise
8390,-118.972,45.125,Ukiah - Dale Forest,SF,nan,nan,nan,3301.0,NH ND NS NR,OR,2.0,W,Ukiah
8392,-118.187,45.726,Umatilla Forks,NF,nan,nan,19,2365.0,NH ND NS NR,OR,15.8,E,Athena
8395,-118.026,44.688,Union Creek,NF,early may-late sep,nan,129,4124.0,WES ND NS RS,OR,11.2,SW,Baker City
8396,-122.45,42.91,Union Creek,NF,nan,nan,85,3386.0,E ND NS NR,OR,11.0,N,Prospect
8397,-118.184,44.495,Unity Lake State Rec Area,SRA,all year,nan,nan,3816.0,NH DP DW SH RS,OR,38.3,E,John Day
8402,-117.022,45.746,Vigne,NF,nan,nan,7,3793.0,NH ND NS NR,OR,25.3,NE,Enterprise
8404,-121.792,45.578,Wahtum Lake,NF,nan,nan,8,4016.0,NH ND NS NR L$,OR,10.2,NW,Parkdale
8405,-117.214,45.274,Wallowa Lake State Park,SP,all year,nan,210,4557.0,WES DP DW SH RS,OR,5.6,S,Joseph
8406,-120.336,44.433,Walton Lake,NF,early jun-late sep,swim in the lake - amazing,45,5240.0,NH ND NS RS,OR,26.3,E,Prineville
8409,-123.157,42.024,Watkins,NF,nan,nan,14,2064.0,NH ND NS NR,OR,16.1,S,Applegate
8412,-118.777,44.877,Welch Creek /Th,NF,nan,nan,8,4488.0,NH ND NS NR,OR,11.4,SE,Dale
8413,-121.89,43.84,West Cultus,NF,nan,nan,13,4734.0,NH NR,OR,32.3,SW,Bend
8414,-121.855,43.593,West Davis Lake,NF,nan,nan,nan,4416.0,NH ND NS NR,OR,12.0,NW,Crescent
8415,-117.476,45.079,West Eagle,NF,nan,nan,18,5486.0,NH ND NS NR,OR,34.2,SE,La Grande
8416,-118.302,44.525,Wetmore,NF,nan,nan,14,4380.0,NH ND NS NR,OR,8.1,NW,Unity
8418,-122.415,42.497,Whiskey Springs,NF,nan,nan,50,3179.0,NH ND 30ft NS NR,OR,8.3,SE,Butte Falls
8419,-122.008,44.688,Whispering Falls,NF,nan,nan,16,2060.0,NH ND NS NR,OR,7.6,SE,Detroit
8422,-122.862,43.227,White Creek,NF,nan,nan,4,1600.0,NH ND DW NS NR,OR,31.3,E,North Umpqua
8423,-121.6,45.198,White River Station,NF,nan,nan,5,3077.0,NH ND NS NR L$,OR,28.8,SW,Dufur
8425,-122.303,43.247,Whitehorse Falls,NF,nan,nan,9,3799.0,NH ND 25ft NS NR,OR,9.5,NW,Diamond Lake
8427,-118.851,44.216,Wickiup,NF,nan,nan,5,4321.0,NH ND NS NR,OR,14.7,S,John Day
8428,-121.685,43.673,Wickiup Butte,NF,nan,nan,12,4367.0,NR,OR,9.1,W,La Pine
8429,-120.577,44.44,Wildcat,NF,nan,nan,27,3802.0,NH ND NS NR,OR,16.0,NE,Prineville
8430,-122.436,42.188,Wildcat,NF,nan,nan,nan,5135.0,NR,OR,14.0,E,Ashland
8431,-120.335,44.485,Wildwood,NF,nan,nan,5,4957.0,E ND NS RS PA N$,OR,10.6,SW,Mitchell
8432,-120.298,44.042,Wiley Flat,NF,nan,nan,5,5328.0,NR,OR,32.0,SE,Prineville
8433,-117.411,45.342,Williamson,NF,nan,nan,12,4921.0,NH ND NS NR,OR,8.7,SW,Enterprise
8434,-121.851,42.659,Williamson River,NF,nan,nan,20,4222.0,NH ND NS NR,OR,5.7,N,Chiloquin
8435,-120.201,42.093,Willow Creek,NF,nan,nan,19,6142.0,NR,OR,9.9,SE,Lakeview
8436,-118.266,42.275,Willow Creek - Whitehorse Hot Springs,BLM,nan,no tables - no established sites,nan,4534.0,NH ND VT NW NS NR N$,OR,21.0,E,Fields
8438,-122.402,42.216,Willow Point - Howard Prairie Lake,CP,nan,nan,41,4569.0,NH DP VT SH,OR,24.1,S,Butte Falls
8443,-116.512,45.35,Windy Saddle,NF,nan,narrow steep gravel road - RVs not recommended,4,7621.0,NH ND NS NR,OR,10.7,SW,Riggins
8444,-118.643,45.012,Winom Creek,NF,nan,nan,18,4928.0,NH ND NS NR,OR,16.5,SE,Ukiah
8445,-119.826,44.253,Wolf Creek,NF,nan,nan,11,4012.0,NR,OR,10.7,NE,Paulina
8448,-118.03,45.734,Woodland,NF,nan,nan,7,5187.0,NR,OR,19.8,E,Weston
8450,-118.098,45.779,Woodward,NF,nan,nan,24,4915.0,NH ND NS NR,OR,15.9,E,Weston
8452,-118.31,44.53,Yellow Pine,NF,nan,nan,21,4469.0,NH ND NS NR,OR,8.6,NW,Unity
8454,-119.274,43.877,Yellowjacket,NF,nan,nan,30,4856.0,NH ND NS NR,OR,23.7,NW,Hines
8456,-121.645,46.339,Adams Fork,NF,early jun-late sep,nan,31,2628.0,NH ND NS RS,WA,20.1,SE,Randle
8458,-121.013,46.52,Ahtanum Camp - State Forest,SF,see agency web site for open/closed status,nan,6,3111.0,NH ND VT DW NS NR PA,WA,24.8,W,Yakima
8460,-117.566,46.259,Alder Thicket,NF,nan,nan,10,5157.0,NR,WA,15.0,S,Pomeroy
8464,-121.159,46.976,American Forks,NF,nan,nan,23,2792.0,NH ND NS NR,WA,4.7,NW,Cliffdell
8465,-119.33,47.628,Ankeny No. 1 - WDFW,SFW,all year,Fish/Wildlife sites may have few facilitiies,nan,1582.0,NH ND VT NS NR N$,WA,26.3,SW,Grand Coulee D
8466,-120.164,47.975,Antilon Lake,NF,nan,primitive - dispersed - tables unknown,10,2339.0,VT NW NR,WA,6.3,N,Manson
8467,-120.818,48.0,Atkinson Flat,NF,nan,nan,7,2566.0,NR,WA,28.9,N,Leavenworth
8471,-120.543,48.66,Ballard,NF,nan,nan,7,2552.0,NH ND 28ft NS NR N$,WA,7.9,NW,Mazama
8472,-119.169,47.903,Barker Canyon - WDFW,SFW,all year,Fish/Wildlife sites may have few facilitiies,nan,1593.0,NH ND VT NS NR N$,WA,8.1,W,Grand Coulee
8478,-120.116,48.489,Bear Creek - WDFW,SFW,nan,Fish/Wildlife sites may have few facilitiies,nan,2728.0,NH ND VT NS NR N$,WA,3.3,E,Winthrop
8480,-118.967,48.85,Beaver Lake,NF,nan,nan,13,2740.0,NH ND NS NR,WA,8.8,N,Wauconda
8487,-118.981,48.857,Beth Lake,NF,nan,nan,19,2831.0,NH ND NS NR,WA,23.4,NE,Tonasket
8488,-120.883,47.377,Beverly,NF,nan,nan,10,3140.0,NH ND NS NR,WA,12.8,N,Cle Elum
8490,-121.968,46.735,Big Creek,NP,early jun-mid sep,nan,29,1903.0,NH ND NS RS,WA,3.4,SE,Ashford
8492,-117.562,48.729,Big Meadow Lake,NF,nan,nan,28,3425.0,NH ND NS NR N$,WA,6.6,W,Ione
8494,-117.543,46.23,Big Springs,NF,nan,nan,20,5171.0,NR,WA,17.2,S,Pomeroy
8496,-121.338,46.063,Bird Creek - State Forest,SF,see agency web site for open/closed status,nan,9,2575.0,NH ND VT NW NS NR PA,WA,3.8,NW,Glenwood
8498,-120.273,48.314,Blackpine Lake,NF,nan,nan,24,4117.0,NH ND NS NR,WA,7.7,SW,Twisp
8500,-121.735,46.404,Blue Lake Creek,NF,early jun-late sep,nan,11,1949.0,NH ND NS RS,WA,13.9,SE,Randle
8501,-119.688,48.683,Blue Lake North - WDFW,SFW,early may-late oct,Fish/Wildlife sites may have few facilitiies,nan,1693.0,NH ND VT NS NR N$,WA,21.1,SW,Oroville
8502,-119.689,48.671,Blue Lake South - WDFW,SFW,early may-late oct,Fish/Wildlife sites may have few facilitiies,nan,1734.0,NH ND VT NS NR N$,WA,21.8,SW,Oroville
8505,-120.166,48.611,Bobcat - WDFW,SFW,nan,Fish/Wildlife sites may have few facilitiies,nan,2153.0,NH ND VT NS NR N$,WA,9.3,N,Winthrop
8507,-119.057,48.792,Bonaparte Lake,NF,nan,dispersed,53,3606.0,NH ND VT NW NS NR,WA,18.4,E,Tonasket
8510,-117.353,48.985,Boundary Dam - Seattle City Power,CP,nan,nan,15,2024.0,NH ND FT DW NS,WA,9.5,N,Metaline
8512,-120.782,47.564,Bridge Creek,NF,nan,nan,18,2149.0,NH ND NS NR,WA,6.0,W,Leavenworth
8515,-120.68,45.942,Brooks Memorial State Park,SP,all year,nan,nan,2549.0,WE DP 60ft DW SH NR,WA,10.8,NE,Goldendale
8517,-117.195,48.436,Browns Lake,NF,nan,nan,25,3520.0,NH ND NS NR L$,WA,9.4,NE,Usk
8520,-120.201,48.606,Buck Lake,NF,nan,nan,8,3287.0,NH ND 20ft NS NR N$,WA,8.9,N,Winthrop
8521,-121.283,46.879,Bumping Crossing,NF,nan,nan,45,3373.0,NR,WA,9.0,NE,American River
8522,-121.296,46.862,Bumping Lake,NF,early jun-mid sep,4 campgrounds,nan,3461.0,NH DP NS RS,WA,12.2,SW,Cliffdell
